,track_id,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
156,7Afjy65bIVBMpFwCLTiuEe,0.847,0.807,11,-7.548,0.378,0.185,0.0,0.514,0.698,102.857
157,2yWtLaPCOUDyi7f1lOXCn5,0.475,0.936,5,-2.545,0.0413,0.0418,0.0,0.0873,0.598,151.988
158,6Xc2ppeXCBZbwuCcaRDrdn,0.574,0.699,10,-4.37,0.0427,0.0576,0.0,0.0932,0.421,131.958
159,5ghIJDpPoe3CfHMGu71E6T,0.502,0.912,1,-4.556,0.0564,2.55e-05,0.000173,0.106,0.72,116.761
160,41dDygR3r7e926oGUXfrLt,0.889,0.441,0,-9.506,0.0379,0.0405,0.000788,0.038,0.963,110.565
161,7EQvdUJqZ2i7SWvSB2VqGA,0.856,0.84,6,-7.736,0.334,0.0973,0.0,0.0773,0.792,95.416
162,5C1d7ROKhZQdGwjR8oQX6I,0.371,0.888,0,-5.488,0.0403,4.96e-05,0.0103,0.701,0.359,150.007
163,4bHsxqR3GMrXTxEPLuK5ue,0.5,0.748,4,-9.072,0.0363,0.127,0.0,0.447,0.514,118.852
164,0BeaqEnmbH6NTnede0s6Jo,0.71,0.627,9,-10.624,0.0286,0.0481,0.000111,0.0825,0.835,130.878
165,7nFAVXIBZ6sIjFnSH0SGuk,0.562,0.909,6,-4.715,0.0343,0.000872,1.09e-05,0.0858,0.395,101.029
166,7HhXs3GLDm1fNVzAg6MDQ8,0.585,0.801,11,-5.406,0.0994,0.00601,8.4e-05,0.0865,0.283,101.989
167,1Y373MqadDRtclJNdnUXVc,0.412,0.658,4,-12.051,0.0708,4.52e-05,0.000774,0.176,0.454,163.071
168,1TfqLAPs4K3s2rJMoCokcS,0.692,0.711,0,-7.498,0.0317,0.225,0.0,0.12,0.875,125.135
169,21LRaD9rB3v7p7DDCZsW4y,0.604,0.879,4,-3.388,0.0322,0.0468,0.0,0.0909,0.757,137.983
170,5XhkV07Vou38wnrzwURUOC,0.692,0.833,7,-3.974,0.0492,0.000136,1.98e-05,0.515,0.692,96.814
171,5zGqTc1WQUe8XqqdnrpKTV,0.612,0.791,6,-3.519,0.0291,0.224,0.0,0.112,0.786,133.977
172,6jRNplNtd8xT0sc4iUJyW5,0.437,0.773,2,-4.095,0.0373,0.0356,1.64e-05,0.19,0.432,92.503
173,7nYvUtkQMx1v80S2FH2s9J,0.849,0.521,11,-12.999,0.216,0.304,1.65e-06,0.115,0.763,95.265
174,0rmGAIH9LNJewFw7nKzZnc,0.541,0.96,0,-2.947,0.0505,0.0663,2.25e-06,0.344,0.812,122.803
175,5CRM9TgBcwRbK3LyHUJhrQ,0.805,0.653,8,-11.251,0.185,0.138,0.0,0.1,0.257,100.349
176,3JxaZPq4UjkOaxnpyMUtAC,0.594,0.858,9,-4.339,0.0387,0.00059,3.11e-06,0.0642,0.663,138.021
177,3KhF2YiNpJvGpfiCW45R6D,0.472,0.9,8,-6.406,0.0582,0.148,0.000297,0.34,0.42,95.826
178,3gRlmtdCyNoKiyozn2pqc9,0.753,0.749,1,-6.132,0.316,0.0285,0.0,0.0845,0.832,93.79
179,0sJ4NbFdEhgLOtInlbRmFl,0.449,0.745,9,-5.045,0.0327,0.00342,0.0,0.295,0.465,83.918
180,0LvH53IYMdkQ2VHanpCiBi,0.545,0.914,10,-9.506,0.136,0.0411,0.0,0.33,0.314,120.053
181,7idmHTAQQPUFqdjXkoooXD,0.711,0.774,7,-4.068,0.0308,0.0317,0.0,0.124,0.939,111.016
182,3fH4KjXFYMmljxrcGrbPj9,0.66,0.816,2,-6.61,0.0299,0.168,0.0181,0.0608,0.678,111.346
183,3glqlA5qY3bbo8UaUDGPnw,0.739,0.639,2,-6.959,0.358,0.000918,2.74e-05,0.352,0.323,91.121
184,7GazsQqSxAqj6cWRoOsr1s,0.691,0.713,4,-4.421,0.048,0.00991,0.0,0.157,0.774,107.523
185,6WSJ5SmQubgYOXM66Eo9va,0.552,0.914,4,-4.112,0.0399,7.12e-05,1.68e-06,0.187,0.3,113.075
186,3qLZ866ZfaK0B0R5FIqXLG,0.55,0.765,7,-8.684,0.0287,4.76e-06,0.873,0.132,0.419,139.46
187,1n0zpK8c1nF67RRr7aUiW5,0.365,0.963,7,-3.553,0.0981,0.000395,5.34e-05,0.199,0.788,183.994
188,1K5wIDgNBgT7lVOMibiRAE,0.434,0.581,4,-7.449,0.0313,0.809,0.0002,0.338,0.447,100.219
189,4VqPOruhp5EdPBeR92t6lQ,0.602,0.905,2,-4.046,0.0775,0.000202,0.064,0.117,0.411,128.019
190,3cE5ltZFHmBpiS77itKaOM,0.48,0.928,4,-5.501,0.0899,0.169,0.0,0.0479,0.713,167.986
191,1GqlvSEtMx5xbGptxOTTyk,0.419,0.677,4,-6.183,0.0343,0.00101,9.99e-05,0.211,0.684,127.678
192,6FT9FZccFD6nE8dMNslz2n,0.495,0.787,8,-6.89,0.0368,9.16e-05,0.0,0.167,0.388,140.003
193,2qvToeBdYliw6n0nEsKJQa,0.362,0.657,4,-6.617,0.0296,0.105,0.0133,0.0585,0.156,104.732
194,3POpqoO9i1UB6WzYZ0MvOC,0.584,0.638,4,-8.154,0.0345,0.00556,0.168,0.0686,0.198,119.767
195,2MuJbBWAVewREJmB8WdGJ3,0.78,0.754,5,-5.377,0.0952,0.135,0.034,0.0467,0.81,82.394
196,0N4RL8OFtthWHPY7QuRywo,0.667,0.796,1,-4.653,0.031,0.0173,0.000471,0.116,0.666,88.479
197,13P5rwmk2EsoFRIz9UCeh9,0.719,0.671,8,-6.279,0.0336,0.0372,8.21e-06,0.12,0.786,130.027
198,37BTh5g05cxBIRYMbw8g2T,0.365,0.513,7,-13.034,0.0357,0.0208,0.000147,0.205,0.739,80.647
199,3VXKs6WzxkwdXtVYkmhk9Q,0.614,0.742,5,-7.919,0.0332,0.000229,0.0489,0.11,0.819,120.031
200,3DONWtwnt4FP2WqvS8srsN,0.906,0.737,9,-10.072,0.0443,0.83,0.656,0.0638,0.811,141.89
201,3a2gC1EdkkUlqGgCw6Rbmx,0.828,0.726,1,-3.229,0.148,0.0574,1.45e-05,0.343,0.626,92.025
202,6qBSGvyUzqNQv8XtnzCr9n,0.728,0.619,9,-12.265,0.0379,0.0884,8.44e-05,0.039,0.747,128.845
203,2SiXAy7TuUkycRVbbWDEpo,0.532,0.767,7,-5.509,0.0574,0.00287,0.000513,0.39,0.755,127.361
204,7EZC6E7UjZe63f1jRmkWxt,0.309,0.649,7,-8.994,0.035,0.0158,0.00591,0.367,0.312,166.915
205,0cahtHEywK64NSWqm2SDTi,0.57,0.884,5,-4.55,0.0601,0.00826,0.00322,0.364,0.405,118.485
206,5NwkWwfRJaT55hEPtCmJHx,0.369,0.762,10,-8.993,0.0464,0.22,2.8e-05,0.579,0.644,84.957
